dataset,record_id,source_row_number,code,severity,field,message,raw_value,affects_metrics,recommended_action
Deals,IMPORT-DEAL-85C467E15721,71,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-85C467E15721 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-85C467E15721,71,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-6873A140E19E,72,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_120',COMPANY120,False,
Deals,IMPORT-DEAL-6873A140E19E,72,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-6873A140E19E due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-6873A140E19E,72,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-6873A140E19E,72,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-37A2FBE6B625,73,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_074',COMPANY074,False,
Deals,IMPORT-DEAL-37A2FBE6B625,73,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-37A2FBE6B625 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-37A2FBE6B625,73,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-37A2FBE6B625,73,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-AC676CAE5559,74,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_005',COMPANY005,False,
Deals,IMPORT-DEAL-AC676CAE5559,74,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-AC676CAE5559 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-AC676CAE5559,74,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-AC676CAE5559,74,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-B9C12B3A3B38,75,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_115',COMPANY115,False,
Deals,IMPORT-DEAL-B9C12B3A3B38,75,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-B9C12B3A3B38 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-B9C12B3A3B38,75,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-B9C12B3A3B38,75,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-0CE66CB6A8B0,76,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_080',COMPANY080,False,
Deals,IMPORT-DEAL-0CE66CB6A8B0,76,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-0CE66CB6A8B0 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-0CE66CB6A8B0,76,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-0CE66CB6A8B0,76,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-ABA0B99E781C,77,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_057',COMPANY057,False,
Deals,IMPORT-DEAL-ABA0B99E781C,77,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-ABA0B99E781C due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-ABA0B99E781C,77,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-869BDF779A30,78,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_148',COMPANY148,False,
Deals,IMPORT-DEAL-869BDF779A30,78,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-869BDF779A30 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-869BDF779A30,78,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-869BDF779A30,78,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-36B6AD564F00,79,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_078',COMPANY078,False,
Deals,IMPORT-DEAL-36B6AD564F00,79,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-36B6AD564F00 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-36B6AD564F00,79,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-36B6AD564F00,79,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-8964438E96F5,80,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_112',COMPANY112,False,
Deals,IMPORT-DEAL-8964438E96F5,80,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-8964438E96F5 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-8964438E96F5,80,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-8964438E96F5,80,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-D268CED53E95,81,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_071',COMPANY071,False,
Deals,IMPORT-DEAL-D268CED53E95,81,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-D268CED53E95 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-D268CED53E95,81,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-F4D16F3B4931,82,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_133',COMPANY133,False,
Deals,IMPORT-DEAL-F4D16F3B4931,82,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-F4D16F3B4931 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-F4D16F3B4931,82,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-F4D16F3B4931,82,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-DB66E4320829,83,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_194',COMPANY194,False,
Deals,IMPORT-DEAL-DB66E4320829,83,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-DB66E4320829 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-DB66E4320829,83,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-DB66E4320829,83,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-D1D4A08FD570,84,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_142',COMPANY142,False,
Deals,IMPORT-DEAL-D1D4A08FD570,84,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-D1D4A08FD570 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-D1D4A08FD570,84,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-D1D4A08FD570,84,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-9491702C4015,85,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_169',COMPANY169,False,
Deals,IMPORT-DEAL-9491702C4015,85,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-9491702C4015 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-9491702C4015,85,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-9491702C4015,85,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-F91AEAB4EB55,86,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_186',COMPANY186,False,
Deals,IMPORT-DEAL-F91AEAB4EB55,86,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-F91AEAB4EB55 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-F91AEAB4EB55,86,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-F91AEAB4EB55,86,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-B9125D68C3EC,87,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_186',COMPANY186,False,
Deals,IMPORT-DEAL-B9125D68C3EC,87,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-B9125D68C3EC due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-B9125D68C3EC,87,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-B9125D68C3EC,87,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-0A602EC0C7E2,88,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_172',COMPANY172,False,
Deals,IMPORT-DEAL-0A602EC0C7E2,88,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-0A602EC0C7E2 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-0A602EC0C7E2,88,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-0A602EC0C7E2,88,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-C4BAEA15B171,89,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_017',COMPANY017,False,
Deals,IMPORT-DEAL-C4BAEA15B171,89,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-C4BAEA15B171 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-C4BAEA15B171,89,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-C4BAEA15B171,89,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-2DEB90C3BF28,90,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_085',COMPANY085,False,
Deals,IMPORT-DEAL-2DEB90C3BF28,90,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-2DEB90C3BF28 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-2DEB90C3BF28,90,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-2DEB90C3BF28,90,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-AB5462F10705,91,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_121',COMPANY121,False,
Deals,IMPORT-DEAL-AB5462F10705,91,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-AB5462F10705 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-AB5462F10705,91,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-B37D64F88336,92,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_116',COMPANY116,False,
Deals,IMPORT-DEAL-B37D64F88336,92,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-B37D64F88336 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-B37D64F88336,92,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-E956279FF7DA,93,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_025',COMPANY025,False,
Deals,IMPORT-DEAL-E956279FF7DA,93,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-E956279FF7DA due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-E956279FF7DA,93,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-C7884CE6945F,94,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_133',COMPANY133,False,
Deals,IMPORT-DEAL-C7884CE6945F,94,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-C7884CE6945F due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-C7884CE6945F,94,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-642865FB55A3,95,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_120',COMPANY120,False,
Deals,IMPORT-DEAL-642865FB55A3,95,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-642865FB55A3 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-642865FB55A3,95,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-642865FB55A3,95,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-F506B0F25484,96,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_175',COMPANY175,False,
Deals,IMPORT-DEAL-F506B0F25484,96,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-F506B0F25484 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-F506B0F25484,96,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-757381107DA9,97,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_058',COMPANY058,False,
Deals,IMPORT-DEAL-757381107DA9,97,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-757381107DA9 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-757381107DA9,97,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-987119959323,98,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_020',COMPANY020,False,
Deals,IMPORT-DEAL-987119959323,98,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-987119959323 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-987119959323,98,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-987119959323,98,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-1DDFA4C069D7,99,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_122',COMPANY122,False,
Deals,IMPORT-DEAL-1DDFA4C069D7,99,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-1DDFA4C069D7 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-1DDFA4C069D7,99,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-1DDFA4C069D7,99,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-05C8B14A2DD0,100,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_122',COMPANY122,False,
Deals,IMPORT-DEAL-05C8B14A2DD0,100,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-05C8B14A2DD0 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-05C8B14A2DD0,100,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
